Date,ExchangeRate
2019-12-06,362.5
2019-12-07,362.5
2019-12-08,362.65
2019-12-09,362.24
2019-12-10,362.67
2019-12-11,362.6
2019-12-12,361.99
2019-12-13,362.5
2019-12-14,362.5
2019-12-15,363.08
2019-12-16,363.11
2019-12-17,363.43
2019-12-18,362.86
2019-12-19,362.75
2019-12-20,362.5
2019-12-21,362.5
2019-12-22,363.09
2019-12-23,362.37
2019-12-24,362.71
2019-12-25,362.55
2019-12-26,361.96
2019-12-27,362.5
2019-12-28,362.5
2019-12-29,363.37
2019-12-30,362.89
2019-12-31,363.33
2020-01-01,366.12
2020-01-02,361.5
2020-01-03,361.5
2020-01-04,361.5
2020-01-05,362.87
2020-01-06,363.45
2020-01-07,362.5
2020-01-08,361.77
2020-01-09,362.06
2020-01-10,361.5
2020-01-11,362.04
2020-01-12,361.82
2020-01-13,362.71
2020-01-14,362.5
2020-01-15,362.07
2020-01-16,361.3
2020-01-17,361.74
2020-01-18,361.74
2020-01-19,361.74
2020-01-20,362.72
2020-01-21,361.95
2020-01-22,361.85
2020-01-23,361.61
2020-01-24,362.5
2020-01-25,362.5
2020-01-26,362.39
2020-01-27,362.65
2020-01-28,362.5
2020-01-29,362.97
2020-01-30,362.12
2020-01-31,362.0
2020-02-01,362.0
2020-02-02,362.24
2020-02-03,363.7
2020-02-04,364.06
2020-02-05,363.98
2020-02-06,363.9
2020-02-07,363.5
2020-02-08,363.5
2020-02-09,364.37
2020-02-10,364.26
2020-02-11,364.35
2020-02-12,364.25
2020-02-13,364.22
2020-02-14,363.5
2020-02-15,363.5
2020-02-16,364.3
2020-02-17,364.09
2020-02-18,364.52
2020-02-19,364.47
2020-02-20,364.43
2020-02-21,363.5
2020-02-22,363.5
2020-02-23,363.3
2020-02-24,363.5
2020-02-25,365.0
2020-02-26,364.09
2020-02-27,365.87
2020-02-28,365.5
2020-02-29,365.5
2020-03-01,365.5
2020-03-02,364.5
2020-03-03,365.64
2020-03-04,365.0
2020-03-05,365.93
2020-03-06,365.0
2020-03-07,365.5
2020-03-08,366.19
2020-03-09,366.5
2020-03-10,366.5
2020-03-11,366.35
2020-03-12,365.0
2020-03-13,365.5
2020-03-14,365.5
2020-03-15,366.77
2020-03-16,366.99
2020-03-17,368.47
2020-03-18,367.5
2020-03-19,366.52
2020-03-20,369.53
2020-03-21,369.53
2020-03-22,369.53
2020-03-23,377.97
2020-03-24,380.77
2020-03-25,364.12
2020-03-26,371.78
2020-03-27,386.81
2020-03-28,386.81
2020-03-29,381.45
2020-03-30,388.7
2020-03-31,391.47
2020-04-01,388.93
2020-04-02,383.17
2020-04-03,389.29
2020-04-04,389.29
2020-04-05,367.0
2020-04-06,378.66
2020-04-07,379.73
2020-04-08,380.93
2020-04-09,378.93
2020-04-10,382.75
2020-04-11,382.75
2020-04-12,367.0
2020-04-13,384.34
2020-04-14,385.5
2020-04-15,386.0
2020-04-16,386.5
2020-04-17,386.5
2020-04-18,385.11
2020-04-19,385.39
2020-04-20,385.19
2020-04-21,386.35
2020-04-22,390.0
2020-04-23,389.93
2020-04-24,390.0
2020-04-25,390.0
2020-04-26,388.02
2020-04-27,390.0
2020-04-28,389.78
2020-04-29,389.66
2020-04-30,390.0
2020-05-01,389.51
2020-05-02,389.51
2020-05-03,388.49
2020-05-04,389.95
2020-05-05,390.0
2020-05-06,390.0
2020-05-07,389.5
2020-05-08,390.0
2020-05-09,390.0
2020-05-10,389.77
2020-05-11,389.51
2020-05-12,388.7
2020-05-13,390.0
2020-05-14,390.14
2020-05-15,387.01
2020-05-16,387.01
2020-05-17,387.01
2020-05-18,386.42
2020-05-19,390.01
2020-05-20,388.5
2020-05-21,390.0
2020-05-22,390.5
2020-05-23,390.5
2020-05-24,390.5
2020-05-25,390.57
2020-05-26,390.5
2020-05-27,390.0
2020-05-28,387.5
2020-05-29,387.5
2020-05-30,387.5
2020-05-31,386.94
2020-06-01,387.06
2020-06-02,387.21
2020-06-03,387.82
2020-06-04,387.5
2020-06-05,387.5
2020-06-06,387.5
2020-06-07,387.93
2020-06-08,387.5
2020-06-09,387.2
2020-06-10,387.5
2020-06-11,388.0
2020-06-12,387.5
2020-06-13,387.5
2020-06-14,387.5
2020-06-15,387.5
2020-06-16,386.86
2020-06-17,387.05
2020-06-18,387.5
2020-06-19,387.5
2020-06-20,387.5
2020-06-21,387.5
2020-06-22,386.11
2020-06-23,387.24
2020-06-24,388.0
2020-06-25,387.5
2020-06-26,387.5
2020-06-27,387.5
2020-06-28,387.5
2020-06-29,387.5
2020-06-30,387.18
2020-07-01,387.88
2020-07-02,387.78
2020-07-03,388.0
2020-07-04,388.0
2020-07-05,388.0
2020-07-06,386.91
2020-07-07,387.57
2020-07-08,387.64
2020-07-09,387.24
2020-07-10,387.5
2020-07-11,387.46
2020-07-12,387.46
2020-07-13,387.51
2020-07-14,387.26
2020-07-15,387.82
2020-07-16,387.13
2020-07-17,387.5
2020-07-18,387.5
2020-07-19,387.5
2020-07-20,388.25
2020-07-21,386.9
2020-07-22,387.14
2020-07-23,388.09
2020-07-24,387.5
2020-07-25,387.5
2020-07-26,386.71
2020-07-27,389.04
2020-07-28,388.35
2020-07-29,387.14
2020-07-30,387.95
2020-07-31,388.18
2020-08-01,388.18
2020-08-02,386.51
2020-08-03,383.98
2020-08-04,383.05
2020-08-05,386.39
2020-08-06,379.0
2020-08-07,378.5
2020-08-08,386.86
2020-08-09,386.86
2020-08-10,384.6
2020-08-11,384.61
2020-08-12,383.39
2020-08-13,383.36
2020-08-14,386.23
2020-08-15,386.23
2020-08-16,386.23
2020-08-17,381.0
2020-08-18,382.5
2020-08-19,385.39
2020-08-20,386.59
2020-08-21,386.52
2020-08-22,386.52
2020-08-23,386.52
2020-08-24,385.84
2020-08-25,386.06
2020-08-26,386.02
2020-08-27,386.72
2020-08-28,387.46
2020-08-29,387.46
2020-08-30,387.46
2020-08-31,385.18
2020-09-01,386.39
2020-09-02,386.28
2020-09-03,387.29
2020-09-04,385.58
2020-09-05,385.58
2020-09-06,383.95
2020-09-07,386.69
2020-09-08,383.6
2020-09-09,382.71
2020-09-10,382.26
2020-09-11,381.0
2020-09-12,381.0
2020-09-13,381.0
2020-09-14,384.1
2020-09-15,384.64
2020-09-16,384.5
2020-09-17,385.13
2020-09-18,383.0
2020-09-19,383.0
2020-09-20,383.0
2020-09-21,381.5
2020-09-22,383.61
2020-09-23,387.49
2020-09-24,384.92
2020-09-25,380.5
2020-09-26,380.5
2020-09-27,380.5
2020-09-28,383.0
2020-09-29,384.14
2020-09-30,383.32
2020-10-01,381.44
2020-10-02,382.5
2020-10-05,383.0
2020-10-06,383.79
2020-10-07,384.68
2020-10-08,385.91
2020-10-09,383.5
2020-10-12,383.54
2020-10-13,382.9
2020-10-14,380.74
2020-10-15,381.53
2020-10-16,381.0
2020-10-19,382.0
2020-10-20,382.0
2020-10-21,381.24
2020-10-22,381.3
2020-10-23,381.0
2020-10-26,381.48
2020-10-27,380.77
2020-10-28,380.53
2020-10-29,381.0
2020-10-30,380.5
2020-11-02,383.56
2020-11-03,382.71
2020-11-04,384.23
2020-11-05,383.44
2020-11-06,382.0
2020-11-09,382.89
2020-11-10,380.0
2020-11-11,383.12
2020-11-12,382.35
2020-11-13,380.5
2020-11-16,380.5
2020-11-17,381.5
2020-11-18,383.37
2020-11-19,383.45
2020-11-20,381.0
2020-11-23,383.31
2020-11-24,381.21
2020-11-25,381.02
2020-11-26,381.17
2020-11-27,380.5
2020-11-30,383.28
2020-12-01,380.83
2020-12-02,380.86
2020-12-03,380.74
2020-12-04,380.5
2020-12-07,382.53
2020-12-08,382.18
2020-12-09,381.32
2020-12-10,380.5
2020-12-11,380.5
2020-12-14,384.16
2020-12-15,380.4
2020-12-16,384.48
2020-12-17,384.47
2020-12-18,380.0
2020-12-21,387.43
2020-12-22,387.61
2020-12-23,379.5
2020-12-24,387.78
2020-12-25,394.93
2020-12-28,381.0
2020-12-29,388.04
2020-12-30,387.59
2020-12-31,387.57
2021-01-01,396.7
2021-01-04,386.11
2021-01-05,388.31
2021-01-06,388.31
2021-01-07,389.39
2021-01-08,383.5
2021-01-11,387.66
2021-01-12,389.05
2021-01-13,386.4
2021-01-14,388.43
2021-01-15,381.2
2021-01-18,389.37
2021-01-19,385.97
2021-01-20,387.57
2021-01-21,380.5
2021-01-22,381.5
2021-01-25,386.96
2021-01-26,388.0
2021-01-27,387.54
2021-01-28,387.11
2021-01-29,380.5
2021-02-01,388.72
2021-02-02,380.0
2021-02-03,388.03
2021-02-04,387.49
2021-02-05,381.0
2021-02-08,381.0
2021-02-09,381.0
2021-02-10,391.41
2021-02-11,391.55
2021-02-12,381.0
2021-02-15,399.64
2021-02-16,396.39
2021-02-17,396.42
2021-02-18,396.14
2021-02-19,381.0
2021-02-22,396.39
2021-02-23,396.07
2021-02-24,396.01
2021-02-25,393.28
2021-02-26,381.08
2021-03-01,380.5
2021-03-02,381.0
2021-03-03,381.0
2021-03-04,380.0
2021-03-05,381.0
2021-03-08,380.5
2021-03-09,396.09
2021-03-10,396.12
2021-03-11,396.42
2021-03-12,381.0
2021-03-15,381.0
2021-03-16,380.0
2021-03-17,405.13
2021-03-18,380.5
2021-03-19,380.5
2021-03-22,395.89
2021-03-23,380.5
2021-03-24,392.12
2021-03-25,392.46
2021-03-26,380.0
2021-03-29,394.95
2021-03-30,392.13
2021-03-31,395.46
2021-04-01,392.54
2021-04-02,381.0
2021-04-05,409.36
2021-04-06,410.0
2021-04-07,397.78
2021-04-08,397.66
2021-04-09,408.49
2021-04-12,391.82
2021-04-13,382.0
2021-04-14,380.5
2021-04-15,392.04
2021-04-16,380.5
2021-04-19,408.66
2021-04-20,381.0
2021-04-21,380.5
2021-04-22,394.79
2021-04-23,381.5
2021-04-26,392.82
2021-04-27,379.5
2021-04-28,399.13
2021-04-29,394.83
2021-04-30,380.5
2021-05-03,380.5
2021-05-04,394.58
2021-05-05,380.5
2021-05-06,394.89
2021-05-07,380.5
2021-05-10,380.5
2021-05-11,409.11
2021-05-12,403.97
2021-05-13,380.0
2021-05-14,413.0
2021-05-17,410.66
2021-05-18,409.99
2021-05-19,412.19
2021-05-20,410.91
2021-05-21,412.5
2021-05-24,411.53
2021-05-25,412.5
2021-05-26,411.86
2021-05-27,412.52
2021-05-28,412.5
2021-05-31,411.98
2021-06-01,411.78
2021-06-02,411.51
2021-06-03,412.5
2021-06-04,411.5
2021-06-07,412.54
2021-06-08,411.42
2021-06-09,412.81
2021-06-10,411.61
2021-06-11,412.59
2021-06-14,412.55
2021-06-15,411.74
2021-06-16,411.12
2021-06-17,410.0
2021-06-18,410.0
2021-06-21,411.0
2021-06-22,411.03
2021-06-23,411.33
2021-06-24,410.5
2021-06-25,411.25
2021-06-28,410.5
2021-06-29,410.46
2021-06-30,410.16
2021-07-01,411.01
2021-07-02,411.5
2021-07-05,411.46
2021-07-06,411.5
2021-07-07,411.59
2021-07-08,410.93
2021-07-09,410.0
2021-07-12,411.06
2021-07-13,411.0
2021-07-14,410.65
2021-07-15,411.0
2021-07-16,411.5
2021-07-19,410.73
2021-07-20,411.27
2021-07-21,411.22
2021-07-22,411.33
2021-07-23,411.5
2021-07-26,411.64
2021-07-27,411.5
2021-07-28,411.5
2021-07-29,411.57
2021-07-30,411.47
2021-08-02,411.64
2021-08-03,411.5
2021-08-04,411.28
2021-08-05,411.54
2021-08-06,411.48
2021-08-09,411.42
2021-08-10,411.59
2021-08-11,411.58
2021-08-12,411.5
2021-08-13,411.5
2021-08-16,411.75
2021-08-17,411.9
2021-08-18,411.96
2021-08-19,411.54
2021-08-20,411.7
2021-08-23,411.7
2021-08-24,411.59
2021-08-25,411.7
2021-08-26,411.49
2021-08-27,411.5
2021-08-30,411.81
2021-08-31,411.34
2021-09-01,411.5
2021-09-02,411.86
2021-09-03,411.52
2021-09-06,411.65
2021-09-07,411.67
2021-09-08,411.54
2021-09-09,411.4
2021-09-10,411.43
2021-09-13,411.78
2021-09-14,410.18
2021-09-15,411.47
2021-09-16,411.92
2021-09-17,411.73
2021-09-20,411.85
2021-09-21,411.48
2021-09-22,412.29
2021-09-23,411.57
2021-09-24,411.5
2021-09-27,412.55
2021-09-28,410.8
2021-09-29,411.59
2021-09-30,411.23
2021-10-01,410.77
2021-10-04,412.56
2021-10-05,411.36
2021-10-06,410.34
2021-10-07,410.91
2021-10-08,410.81
2021-10-11,410.77
2021-10-12,412.58
2021-10-13,410.92
2021-10-14,410.85
2021-10-15,410.87
2021-10-18,412.58
2021-10-19,410.97
2021-10-20,410.91
2021-10-21,410.93
2021-10-22,410.91
2021-10-25,412.33
2021-10-26,410.68
2021-10-27,410.67
2021-10-28,410.68
2021-10-29,410.31
2021-11-01,412.31
2021-11-02,410.8
2021-11-03,410.92
2021-11-04,410.8
2021-11-05,410.52
2021-11-08,412.31
2021-11-09,410.81
2021-11-10,410.59
2021-11-11,410.48
2021-11-12,410.58
2021-11-15,412.6
2021-11-16,410.9
2021-11-17,411.83
2021-11-18,410.93
2021-11-19,410.84
2021-11-22,412.63
2021-11-23,409.88
2021-11-24,410.6
2021-11-25,411.4
2021-11-26,409.89
2021-11-29,412.23
2021-11-30,409.89
2021-12-01,410.48
2021-12-02,410.66
2021-12-03,409.98
2021-12-06,412.2
2021-12-07,411.07
2021-12-08,410.74
2021-12-09,411.81
2021-12-10,409.97
2021-12-13,412.34
2021-12-14,412.34
2021-12-15,412.24
2021-12-16,410.44
2021-12-17,410.16
2021-12-20,412.31
2021-12-21,411.02
2021-12-22,411.07
2021-12-23,411.2
2021-12-24,410.94
2021-12-27,411.29
2021-12-28,411.1
2021-12-29,412.84
2021-12-30,411.17
2021-12-31,411.95
2022-01-03,411.79
2022-01-04,412.74
2022-01-05,411.81
2022-01-06,412.13
2022-01-07,413.21
2022-01-10,413.71
2022-01-11,412.27
2022-01-12,413.94
2022-01-13,412.34
2022-01-14,414.29
2022-01-17,415.14
2022-01-18,415.29
2022-01-19,414.67
2022-01-20,412.93
2022-01-21,414.95
2022-01-24,415.85
2022-01-25,414.72
2022-01-26,415.13
2022-01-27,415.49
2022-01-28,415.66
2022-01-31,415.83
2022-02-01,415.54
2022-02-02,415.79
2022-02-03,415.77
2022-02-04,416.2
2022-02-07,415.95
2022-02-08,416.07
2022-02-09,416.62
2022-02-10,416.95
2022-02-11,417.01
2022-02-14,415.74
2022-02-15,415.89
2022-02-16,416.02
2022-02-17,415.81
2022-02-18,415.87
2022-02-21,415.98
2022-02-22,415.91
2022-02-23,415.96
2022-02-24,416.14
2022-02-25,415.56
2022-02-28,415.97
2022-03-01,415.96
2022-03-02,415.9
2022-03-03,416.79
2022-03-04,418.24
2022-03-07,415.29
2022-03-08,415.52
2022-03-09,415.99
2022-03-10,415.84
2022-03-11,415.84
2022-03-14,415.54
2022-03-15,415.82
2022-03-16,416.09
2022-03-17,416.26
2022-03-18,415.92
2022-03-21,415.84
2022-03-22,415.44
2022-03-23,415.83
2022-03-24,416.09
2022-03-25,415.75
2022-03-28,415.65
2022-03-29,415.76
2022-03-30,415.89
2022-03-31,415.67
2022-04-01,415.72
2022-04-04,415.67
2022-04-05,415.84
2022-04-06,416.15
2022-04-07,415.83
2022-04-08,415.65
2022-04-11,416.08
2022-04-12,415.47
2022-04-13,415.31
2022-04-14,414.84
2022-04-15,414.52
2022-04-18,416.76
2022-04-19,415.51
2022-04-20,415.89
2022-04-21,417.3
2022-04-22,415.58
2022-04-25,415.14
2022-04-26,416.04
2022-04-27,415.67
2022-04-28,415.23
2022-04-29,415.26
2022-05-02,415.19
2022-05-03,413.08
2022-05-04,415.46
2022-05-05,415.41
2022-05-06,415.19
2022-05-09,415.79
2022-05-10,415.11
2022-05-11,415.18
2022-05-12,415.51
2022-05-13,415.26
2022-05-16,415.77
2022-05-17,414.86
2022-05-18,415.4
2022-05-19,415.2
2022-05-20,415.12
2022-05-23,415.5
2022-05-24,415.22
2022-05-25,415.1
2022-05-26,415.21
2022-05-27,415.22
2022-05-30,414.98
2022-05-31,415.2
2022-06-01,415.02
2022-06-02,415.09
2022-06-03,415.12
2022-06-06,415.07
2022-06-07,415.08
2022-06-08,414.97
2022-06-09,415.13
2022-06-10,415.13
2022-06-13,415.15
2022-06-14,419.67
2022-06-15,417.88
2022-06-16,418.11
2022-06-17,415.37
2022-06-20,419.75
2022-06-21,417.95
2022-06-22,415.02
2022-06-23,415.13
2022-06-24,414.99
2022-06-27,417.92
2022-06-28,415.1
2022-06-29,414.93
2022-06-30,415.06
2022-07-01,415.26
2022-07-04,417.92
2022-07-05,417.96
2022-07-06,418.03
2022-07-07,417.92
2022-07-08,418.19
2022-07-11,418.44
2022-07-12,417.82
2022-07-13,415.33
2022-07-14,421.59
2022-07-15,415.4
2022-07-18,421.59
2022-07-19,421.65
2022-07-20,421.35
2022-07-21,421.51
2022-07-22,414.72
2022-07-25,421.48
2022-07-26,421.53
2022-07-27,421.41
2022-07-28,421.7
2022-07-29,415.87
2022-08-01,422.01
2022-08-02,421.81
2022-08-03,415.51
2022-08-04,416.21
2022-08-05,417.57
2022-08-08,416.01
2022-08-09,415.85
2022-08-10,418.1
2022-08-11,418.87
2022-08-12,419.22
2022-08-15,423.34
2022-08-16,423.16
2022-08-17,423.83
2022-08-18,423.55
2022-08-19,420.33
2022-08-22,423.73
2022-08-23,423.95
2022-08-24,423.96
2022-08-25,423.93
2022-08-26,422.2
2022-08-29,426.25
2022-08-30,421.16
2022-08-31,420.51
2022-09-01,421.58
2022-09-02,423.42
2022-09-05,428.75
2022-09-06,423.65
2022-09-07,424.04
2022-09-08,425.4
2022-09-09,427.26
2022-09-12,423.6
2022-09-13,427.6
2022-09-14,427.41
2022-09-15,427.82
2022-09-16,428.88
2022-09-19,432.93
2022-09-20,430.63
2022-09-21,431.03
2022-09-22,432.34
2022-09-23,430.55
2022-09-26,433.71
2022-09-27,433.26
2022-09-28,431.31
2022-09-29,434.18
2022-09-30,432.37
2022-10-03,432.35
2022-10-04,434.52
2022-10-05,434.06
2022-10-06,432.52
2022-10-07,433.72
2022-10-10,432.87
2022-10-11,434.28
2022-10-12,438.85
2022-10-13,435.14
2022-10-14,435.18
2022-10-17,438.72
2022-10-18,436.3
2022-10-19,436.55
2022-10-20,436.32
2022-10-21,436.61
2022-10-24,438.4
2022-10-25,436.5
2022-10-26,434.57
2022-10-27,435.18
2022-10-28,438.0
2022-10-31,439.93
2022-11-01,441.0
2022-11-02,438.87
2022-11-03,438.6
2022-11-04,439.38
2022-11-07,441.57
2022-11-08,441.47
2022-11-09,440.08
2022-11-10,440.45
2022-11-11,440.96
2022-11-14,442.92
2022-11-15,441.44
2022-11-16,440.96
2022-11-17,441.47
2022-11-18,442.66
2022-11-21,442.83
2022-11-22,443.48
2022-11-23,441.67
2022-11-24,442.96
2022-11-25,443.26
2022-11-28,444.02
2022-11-29,443.62
2022-11-30,443.91
2022-12-01,443.83
2022-12-02,444.17
2022-12-05,443.99
2022-12-06,444.05
2022-12-07,443.97
2022-12-08,444.97
2022-12-09,444.97
2022-12-12,444.16
2022-12-13,444.18
2022-12-14,445.46
2022-12-15,444.42
2022-12-16,445.47
2022-12-19,448.84
2022-12-20,445.88
2022-12-21,445.96
2022-12-22,445.88
2022-12-23,446.63
2022-12-26,445.88
2022-12-27,445.76
2022-12-28,446.64
2022-12-29,445.95
2022-12-30,448.08
2023-01-02,447.46
2023-01-03,448.55
2023-01-04,455.98
2023-01-05,448.45
2023-01-06,450.05
2023-01-09,456.4
2023-01-10,450.76
2023-01-11,451.38
2023-01-12,451.74
2023-01-13,452.59
2023-01-16,457.36
2023-01-17,457.96
2023-01-18,456.89
2023-01-19,460.5
2023-01-20,455.06
2023-01-23,458.66
2023-01-24,455.04
2023-01-25,457.01
2023-01-26,457.42
2023-01-27,460.28
2023-01-30,460.54
2023-01-31,459.9
2023-02-01,460.49
2023-02-02,460.19
2023-02-03,460.54
2023-02-06,460.23
2023-02-07,459.8
2023-02-08,460.04
2023-02-09,460.52
2023-02-10,459.49
2023-02-13,460.54
2023-02-14,460.74
2023-02-15,461.66
2023-02-16,460.51
2023-02-17,460.54
2023-02-20,460.72
2023-02-21,461.11
2023-02-22,460.13
2023-02-23,460.12
2023-02-24,459.0
2023-02-27,460.24
2023-02-28,460.13
2023-03-01,459.5
2023-03-02,460.11
2023-03-03,459.0
2023-03-06,460.43
2023-03-07,460.37
2023-03-08,460.43
2023-03-09,460.6
2023-03-10,458.17
2023-03-13,460.72
2023-03-14,460.43
2023-03-15,460.61
2023-03-16,460.4
2023-03-17,458.74
2023-03-20,460.48
2023-03-21,460.37
2023-03-22,460.44
2023-03-23,460.16
2023-03-24,460.48
2023-03-27,460.74
2023-03-28,459.89
2023-03-29,460.16
2023-03-30,460.41
2023-03-31,460.34
2023-04-03,461.25
2023-04-04,462.03
2023-04-05,461.94
2023-04-06,460.12
2023-04-07,465.0
2023-04-10,460.68
2023-04-11,462.01
2023-04-12,461.72
2023-04-13,462.03
2023-04-14,464.5
2023-04-17,460.42
2023-04-18,462.04
2023-04-19,460.59
2023-04-20,461.52
2023-04-21,460.53
2023-04-24,459.07
2023-04-25,460.45
2023-04-26,461.51
2023-04-27,460.81
2023-04-28,461.5
2023-05-01,460.34
2023-05-02,460.82
2023-05-03,460.56
2023-05-04,461.5
2023-05-05,461.5
2023-05-08,460.92
2023-05-09,461.24
2023-05-10,461.3
2023-05-11,462.1
2023-05-12,462.5
2023-05-15,462.06
2023-05-16,460.67
2023-05-17,460.67
2023-05-18,461.19
2023-05-19,462.0
2023-05-22,462.5
2023-05-23,460.77
2023-05-24,462.57
2023-05-25,460.96
2023-05-26,461.5
2023-05-29,460.72
2023-05-30,461.65
2023-05-31,461.05
2023-06-01,461.06
2023-06-02,462.0
2023-06-05,462.97
2023-06-06,463.87
2023-06-07,462.0
2023-06-08,462.39
2023-06-09,464.0
2023-06-12,462.8
2023-06-13,463.29
2023-06-14,465.5
2023-06-15,465.5
2023-06-16,656.5
2023-06-19,651.92
2023-06-20,690.31
2023-06-21,755.5
2023-06-22,774.96
2023-06-23,823.0
2023-06-26,783.12
2023-06-27,764.74
2023-06-28,759.69
2023-06-29,754.38
2023-06-30,760.27
2023-07-03,763.11
2023-07-04,765.85
2023-07-05,774.52
2023-07-06,774.06
2023-07-07,769.5
2023-07-10,774.09
2023-07-11,790.31
2023-07-12,776.5
2023-07-13,777.5
2023-07-14,777.04
2023-07-17,777.5
2023-07-18,778.62
2023-07-19,791.51
2023-07-20,781.78
2023-07-21,776.5
2023-07-24,792.61
2023-07-25,789.28
2023-07-26,791.11
2023-07-27,790.99
2023-07-28,775.71
2023-07-31,760.4
2023-08-01,758.52
2023-08-02,776.36
2023-08-03,778.0
2023-08-04,767.45
2023-08-07,768.23
2023-08-08,750.97
2023-08-09,765.52
2023-08-10,769.24
2023-08-11,769.2
2023-08-14,768.55
2023-08-15,761.5
2023-08-16,760.61
2023-08-17,768.48
2023-08-18,769.5
2023-08-21,765.43
2023-08-22,761.09
2023-08-23,761.33
2023-08-24,755.81
2023-08-25,772.34
2023-08-28,772.65
2023-08-29,772.47
2023-08-30,773.2
2023-08-31,774.12
2023-09-01,775.5
2023-09-04,757.49
2023-09-05,758.2
2023-09-06,754.36
2023-09-07,754.17
2023-09-08,785.5
2023-09-11,752.83
2023-09-12,744.92
2023-09-13,745.68
2023-09-14,777.67
2023-09-15,784.74
2023-09-18,788.16
2023-09-19,775.54
2023-09-20,774.44
2023-09-21,770.01
2023-09-22,770.5
2023-09-25,780.24
2023-09-26,779.55
2023-09-27,781.5
2023-09-28,778.57
2023-09-29,770.5
2023-10-02,768.57
2023-10-03,766.0
2023-10-04,766.23
2023-10-05,759.36
2023-10-06,767.0
2023-10-09,766.71
2023-10-10,763.42
2023-10-11,766.61
2023-10-12,768.6
2023-10-13,770.01
2023-10-16,770.62
2023-10-17,765.5
2023-10-18,765.33
2023-10-19,772.53
2023-10-20,764.0
2023-10-23,874.71
2023-10-24,883.62
2023-10-25,800.9
2023-10-26,796.14
2023-10-27,795.0
2023-10-30,788.3
2023-10-31,786.68
2023-11-01,787.29
2023-11-02,786.09
2023-11-03,788.5
2023-11-06,803.42
2023-11-07,795.08
2023-11-08,795.11
2023-11-09,803.2
2023-11-10,805.0
2023-11-13,803.67
2023-11-14,802.67
2023-11-15,791.76
2023-11-16,791.76
2023-11-17,791.76
2023-11-20,820.18
2023-11-21,818.67
2023-11-22,816.11
2023-11-23,804.94
2023-11-24,812.5
2023-11-27,800.57
2023-11-28,799.5
2023-11-29,792.41
2023-11-30,789.92
2023-12-01,789.0
2023-12-04,797.47
2023-12-05,798.0
2023-12-06,803.5
2023-12-07,801.0
2023-12-08,803.5
2023-12-11,791.88
2023-12-12,789.54
2023-12-13,796.04
2023-12-14,792.2
2023-12-15,802.99
2023-12-18,789.91
2023-12-19,794.59
2023-12-20,824.98
2023-12-21,824.85
2023-12-22,823.68
2023-12-25,764.5
2023-12-26,764.5
2023-12-27,764.5
2023-12-28,897.5
2023-12-29,896.64
2024-01-01,899.1
2024-01-02,884.65
2024-01-03,886.72
2024-01-04,891.84
2024-01-05,914.5
2024-01-08,884.35
2024-01-09,896.75
2024-01-10,932.96
2024-01-11,954.2
2024-01-12,957.51
2024-01-15,958.05
2024-01-16,912.01
2024-01-17,873.48
2024-01-18,871.44
2024-01-19,891.04
2024-01-22,901.12
2024-01-23,909.33
2024-01-24,900.68
2024-01-25,900.93
2024-01-26,899.2
2024-01-29,902.03
2024-01-30,950.38
2024-01-31,951.41
2024-02-01,951.41
2024-02-02,951.41
2024-02-05,905.0
2024-02-06,905.0
2024-02-07,1407.64
2024-02-08,1398.66
2024-02-09,1428.39
2024-02-12,1456.96
2024-02-13,1493.13
2024-02-14,1514.08
2024-02-15,1522.92
2024-02-16,1506.52
2024-02-19,1518.69
2024-02-20,1508.37
2024-02-21,1597.77
2024-02-22,1576.24
2024-02-23,1561.21
2024-02-26,1541.61
2024-02-27,1544.71
2024-02-28,1569.9
2024-02-29,1583.94
2024-03-01,1556.94
2024-03-04,1542.79
2024-03-05,1549.84
2024-03-06,1557.65
2024-03-07,1580.75
2024-03-08,1587.75
2024-03-11,1590.03
2024-03-12,1599.61
2024-03-13,1591.47
2024-03-14,1587.27
2024-03-15,1591.23
2024-03-18,1580.6
2024-03-19,1556.16
2024-03-20,1489.17
2024-03-21,1482.07
2024-03-22,1424.14
2024-03-25,1415.7
2024-03-26,1411.93
2024-03-27,1371.03
2024-03-28,1359.65
2024-03-29,1329.29
2024-04-01,1302.67
2024-04-02,1306.5
2024-04-03,1292.52
2024-04-04,1267.4
2024-04-05,1260.21
2024-04-08,1251.6
2024-04-09,1238.07
2024-04-10,1242.38
2024-04-11,1242.59
2024-04-12,1240.82
2024-04-15,1143.55
2024-04-16,1150.56
2024-04-17,1139.52
2024-04-18,1141.67
2024-04-19,1145.65
2024-04-22,1145.51
2024-04-23,1157.81
2024-04-24,1232.64
2024-04-25,1241.23
2024-04-26,1232.96
2024-04-29,1244.03
2024-04-30,1351.11
2024-05-01,1358.3
2024-05-02,1353.52
2024-05-03,1372.7
2024-05-06,1378.51
2024-05-07,1377.08
2024-05-08,1384.34
2024-05-09,1399.39
2024-05-10,1423.41
2024-05-13,1437.38
2024-05-14,1413.53
2024-05-15,1500.35
2024-05-16,1502.92
2024-05-17,1504.92
2024-05-20,1497.59
2024-05-21,1497.51
2024-05-22,1435.0
2024-05-23,1439.37
2024-05-24,1444.72
2024-05-27,1466.7
2024-05-28,1399.57
2024-05-29,1378.7
2024-05-30,1360.25
2024-05-31,1439.1
2024-06-03,1472.89
2024-06-04,1473.1
2024-06-05,1486.79
2024-06-06,1481.47
2024-06-07,1488.5
2024-06-10,1460.92
